DATE,ADDRESS,TOKEN,TOKEN_NAME,SYMBOL,AMOUNT,AMOUNT_USD
2022-11-11 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,Lido Staked SOL,stSOL,3.7786e-05,0.0006839542976
2022-01-03 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-01-03 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-01-11 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,632.949698694,87688.851257067
2022-01-11 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,632.949698694,87688.851257067
2022-01-17 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-05-02 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-06-20 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-07-12 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-07-14 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-07-26 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-08-03 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-08-15 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-09-28 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-10-04 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-10-27 00:00:00+00:00,13AMgNUoQtFv921xPPmRfCwvjonVwcnAtKmANcLAfm4w,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-05-26 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,49.118236143,988.750093559
2023-06-21 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.0,0.0
2023-09-16 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,94.349507533,1903.029566941
2023-09-16 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,94.349507533,1903.029566941
2023-09-16 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,94.349507533,1903.029566941
2023-10-22 00:00:00+00:00,13sfSyYJs9YzDbbnUuMZZ1U9Tp7WE3cBtqYe6Pngbbnz,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.0,0.0
2023-08-09 00:00:00+00:00,23XLvYAxwcdkv5w5NSGUJLa8AMPoCjgrG9Y136Y3ii85,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,23079.270152828,592675.657524623
2023-08-09 00:00:00+00:00,23XLvYAxwcdkv5w5NSGUJLa8AMPoCjgrG9Y136Y3ii85,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,23079.270152828,592675.657524623
2023-04-20 00:00:00+00:00,23XLvYAxwcdkv5w5NSGUJLa8AMPoCjgrG9Y136Y3ii85,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-02-24 00:00:00+00:00,27nfZPemDqFQfpDWphp9x2o6MKVrjnT6rUzwnmGkWdAA,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,49029.55471065,4058666.53894761
2022-03-04 00:00:00+00:00,27nfZPemDqFQfpDWphp9x2o6MKVrjnT6rUzwnmGkWdAA,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,49029.554734314,4531311.4485453
2022-05-10 00:00:00+00:00,27nfZPemDqFQfpDWphp9x2o6MKVrjnT6rUzwnmGkWdAA,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,49029.554734591,3596317.83978225
2022-05-10 00:00:00+00:00,27nfZPemDqFQfpDWphp9x2o6MKVrjnT6rUzwnmGkWdAA,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,49029.554734591,3596317.83978225
2022-11-08 00:00:00+00:00,27nfZPemDqFQfpDWphp9x2o6MKVrjnT6rUzwnmGkWdAA,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-02-07 00:00:00+00:00,28Zi68TzZZKdXM5ABWmS6pdpsi77vZun41hMSR11dPpT,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,1214.838243747,147262.691907011
2022-02-13 00:00:00+00:00,28Zi68TzZZKdXM5ABWmS6pdpsi77vZun41hMSR11dPpT,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-11-01 00:00:00+00:00,28Zi68TzZZKdXM5ABWmS6pdpsi77vZun41hMSR11dPpT,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,263.191397439,13085.876280667
2023-03-11 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,Lido Staked SOL,stSOL,0.0,0.0
2023-10-22 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,24.779909755,756.035046625
2023-11-01 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.0,0.0
2023-11-11 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.0,0.0
2023-11-16 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.0,0.0
2023-10-22 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,BlazeStake Staked SOL (bSOL),bSOL,0.0,0.0
2022-09-24 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2022-11-20 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,54.676137533,745.235754575
2022-11-20 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,54.676137533,745.235754575
2022-11-23 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,55.263919814,817.906013247
2023-01-22 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,1.491524818,40.539644553
2023-02-05 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,2.19514172,56.041968112
2023-02-22 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,27650.187701583,714757.352085921
2023-03-11 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,27652.529605411,553327.117404274
2023-04-17 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23388.448787398,642012.919214075
2023-05-07 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23389.530717742,574212.979120566
2023-05-13 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23389.904160653,547089.858317674
2023-06-03 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23390.669660606,551785.897293695
2023-06-03 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23390.669660606,551785.897293695
2023-06-04 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,23135.254683121,565656.977002308
2023-07-08 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-07-15 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-07-27 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,1e-09,2.861e-08
2023-07-28 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.073319195,2.040473197
2023-08-12 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-08-15 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.131755918,3.565315141
2023-08-20 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.913546523,22.601140979
2023-09-04 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-10-01 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-10-22 00:00:00+00:00,29gVNcMps4wNGNGh2YL9jLB1CcGHXc4YRsokNa7CdiJw,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,0.0,0.0
2023-09-20 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,9437.030984808,201103.130286258
2023-09-21 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,0.000984808,0.02039537368
2023-11-02 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Jito Staked SOL,JitoSOL,5408.003909038,248227.379424844
2023-06-09 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,129516.988489501,2542418.4840489
2023-06-13 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193712.211222006,3304730.32344742
2023-06-15 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193715.865614428,3175003.03742048
2023-06-19 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193720.636169241,3341680.97391941
2023-06-19 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193720.636169241,3341680.97391941
2023-06-21 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193723.380966195,3630376.15930649
2023-06-23 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193726.164930177,3612992.9759478
2023-06-25 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193728.89027964,3729281.13788307
2023-06-27 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193731.57334314,3618905.79004985
2023-07-01 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193734.419030549,3990929.03202931
2023-07-02 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193737.146906692,4175035.51583921
2023-07-04 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193739.915381969,4161533.38240469
2023-07-06 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193742.701597348,4266214.2891736
2023-07-08 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193745.591131365,4708017.86449217
2023-07-10 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193748.378782651,4578274.19063404
2023-07-13 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193751.174726907,4865091.99739263
2023-07-15 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193754.06474415,6235005.80346675
2023-07-17 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193756.851773556,5828206.10134856
2023-07-17 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193756.851773556,5828206.10134856
2023-07-20 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193759.681761391,5899982.30963436
2023-07-20 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193759.681761391,5899982.30963436
2023-07-22 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193762.541935024,5572610.70605129
2023-07-24 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193765.227211033,5314980.18239863
2023-07-26 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193767.91030459,5272424.83938789
2023-07-28 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193770.59646364,5450766.87852219
2023-07-31 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193773.247814134,5324888.8499324
2023-07-31 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193773.247814134,5324888.8499324
2023-07-31 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193773.247814134,5324888.8499324
2023-08-02 00:00:00+00:00,2FwV6duQGoy2ABw4MXEgZS7q3SqinmKbJuSLB8ii97qu,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,Marinade staked SOL (mSOL),mSOL,193775.932093315,5150564.27504031
